V2	V(ce)	Ic(Q1)
Step Information: Vbb=0  (Step: 1/26)
1.000000000000000e-01	4.766269e-02	9.346175e-05
2.000000000000000e-01	7.252111e-02	2.276494e-04
3.000000000000000e-01	9.075427e-02	3.736531e-04
4.000000000000000e-01	1.069885e-01	5.232362e-04
5.000000000000000e-01	1.237645e-01	6.718489e-04
6.000000000000001e-01	1.441315e-01	8.140508e-04
7.000000000000001e-01	1.754153e-01	9.367584e-04
8.000000000000000e-01	2.385151e-01	1.002652e-03
9.000000000000000e-01	3.330571e-01	1.012398e-03
1.000000000000000e+00	4.319598e-01	1.014358e-03
1.100000000000000e+00	5.310373e-01	1.016005e-03
1.200000000000000e+00	6.301219e-01	1.017640e-03
1.300000000000000e+00	7.292068e-01	1.019274e-03
1.400000000000000e+00	8.282917e-01	1.020908e-03
1.500000000000000e+00	9.273766e-01	1.022542e-03
1.600000000000000e+00	1.026462e+00	1.024176e-03
1.700000000000000e+00	1.125547e+00	1.025810e-03
1.800000000000000e+00	1.224631e+00	1.027444e-03
1.900000000000000e+00	1.323716e+00	1.029078e-03
2.000000000000000e+00	1.422801e+00	1.030712e-03
2.100000000000000e+00	1.521886e+00	1.032346e-03
2.200000000000000e+00	1.620971e+00	1.033980e-03
2.300000000000000e+00	1.720056e+00	1.035614e-03
2.400000000000000e+00	1.819141e+00	1.037248e-03
2.500000000000000e+00	1.918226e+00	1.038882e-03
2.600000000000000e+00	2.017311e+00	1.040516e-03
2.700000000000000e+00	2.116396e+00	1.042150e-03
2.800000000000000e+00	2.215481e+00	1.043784e-03
2.900000000000000e+00	2.314566e+00	1.045418e-03
3.000000000000000e+00	2.413651e+00	1.047052e-03
3.100000000000000e+00	2.512736e+00	1.048686e-03
3.200000000000000e+00	2.611821e+00	1.050320e-03
3.300000000000000e+00	2.710906e+00	1.051954e-03
3.400000000000000e+00	2.809991e+00	1.053588e-03
3.500000000000000e+00	2.909076e+00	1.055221e-03
3.600000000000000e+00	3.008161e+00	1.056855e-03
3.700000000000000e+00	3.107246e+00	1.058489e-03
3.800000000000000e+00	3.206331e+00	1.060123e-03
3.900000000000000e+00	3.305416e+00	1.061757e-03
4.000000000000000e+00	3.404501e+00	1.063391e-03
4.100000000000001e+00	3.503586e+00	1.065025e-03
4.200000000000000e+00	3.602671e+00	1.066659e-03
4.300000000000000e+00	3.701756e+00	1.068293e-03
4.400000000000000e+00	3.800841e+00	1.069927e-03
4.500000000000000e+00	3.899926e+00	1.071560e-03
4.600000000000001e+00	3.999011e+00	1.073194e-03
4.700000000000000e+00	4.098096e+00	1.074828e-03
4.800000000000001e+00	4.197181e+00	1.076462e-03
4.900000000000000e+00	4.296267e+00	1.078096e-03
5.000000000000000e+00	4.395351e+00	1.079730e-03
5.100000000000001e+00	4.494436e+00	1.081363e-03
5.200000000000000e+00	4.593522e+00	1.082997e-03
5.300000000000001e+00	4.692606e+00	1.084631e-03
5.400000000000000e+00	4.791692e+00	1.086265e-03
5.500000000000000e+00	4.890777e+00	1.087899e-03
5.600000000000001e+00	4.989862e+00	1.089532e-03
5.700000000000000e+00	5.088947e+00	1.091166e-03
5.800000000000001e+00	5.188032e+00	1.092800e-03
5.900000000000000e+00	5.287117e+00	1.094434e-03
6.000000000000000e+00	5.386202e+00	1.096068e-03
6.100000000000001e+00	5.485287e+00	1.097701e-03
6.200000000000000e+00	5.584373e+00	1.099335e-03
6.300000000000001e+00	5.683457e+00	1.100969e-03
6.400000000000000e+00	5.782543e+00	1.102603e-03
6.500000000000000e+00	5.881628e+00	1.104236e-03
6.600000000000001e+00	5.980713e+00	1.105870e-03
6.700000000000000e+00	6.079798e+00	1.107504e-03
6.800000000000001e+00	6.178883e+00	1.109138e-03
6.900000000000000e+00	6.277968e+00	1.110771e-03
7.000000000000000e+00	6.377053e+00	1.112405e-03
7.100000000000001e+00	6.476139e+00	1.114039e-03
7.200000000000000e+00	6.575223e+00	1.115672e-03
7.300000000000001e+00	6.674309e+00	1.117306e-03
7.400000000000000e+00	6.773394e+00	1.118940e-03
7.500000000000000e+00	6.872479e+00	1.120573e-03
7.600000000000001e+00	6.971564e+00	1.122207e-03
7.700000000000000e+00	7.070649e+00	1.123841e-03
7.800000000000001e+00	7.169734e+00	1.125474e-03
7.900000000000000e+00	7.268819e+00	1.127108e-03
8.000000000000000e+00	7.367905e+00	1.128742e-03
8.100000000000000e+00	7.466990e+00	1.130375e-03
8.200000000000001e+00	7.566075e+00	1.132009e-03
8.300000000000001e+00	7.665160e+00	1.133643e-03
8.400000000000000e+00	7.764246e+00	1.135276e-03
8.500000000000000e+00	7.863330e+00	1.136910e-03
8.600000000000000e+00	7.962416e+00	1.138543e-03
8.700000000000001e+00	8.061501e+00	1.140177e-03
8.800000000000001e+00	8.160586e+00	1.141811e-03
8.900000000000000e+00	8.259671e+00	1.143444e-03
9.000000000000000e+00	8.358756e+00	1.145078e-03
9.100000000000000e+00	8.457842e+00	1.146711e-03
9.200000000000001e+00	8.556927e+00	1.148345e-03
9.300000000000001e+00	8.656013e+00	1.149978e-03
9.400000000000000e+00	8.755097e+00	1.151612e-03
9.500000000000000e+00	8.854182e+00	1.153246e-03
9.600000000000001e+00	8.953268e+00	1.154879e-03
9.700000000000001e+00	9.052353e+00	1.156513e-03
9.800000000000001e+00	9.151438e+00	1.158146e-03
9.900000000000000e+00	9.250524e+00	1.159780e-03
1.000000000000000e+01	9.349608e+00	1.161413e-03
Step Information: Vbb=1.2  (Step: 7/26)
0.000000000000000e+00	2.950504e-03	-5.268756e-06
1.000000000000000e-01	4.144111e-02	1.045705e-04
2.000000000000000e-01	6.264134e-02	2.452859e-04
3.000000000000000e-01	7.773856e-02	3.969095e-04
4.000000000000000e-01	9.022017e-02	5.531792e-04
5.000000000000000e-01	1.016204e-01	7.113923e-04
6.000000000000001e-01	1.128645e-01	8.698849e-04
7.000000000000001e-01	1.248075e-01	1.027129e-03
8.000000000000000e-01	1.386358e-01	1.181007e-03
9.000000000000000e-01	1.567221e-01	1.327282e-03
1.000000000000000e+00	1.857301e-01	1.454053e-03
1.100000000000000e+00	2.457824e-01	1.525388e-03
1.200000000000000e+00	3.390396e-01	1.537429e-03
1.300000000000000e+00	4.374321e-01	1.540299e-03
1.400000000000000e+00	5.360400e-01	1.542786e-03
1.500000000000000e+00	6.346560e-01	1.545257e-03
1.600000000000000e+00	7.332723e-01	1.547728e-03
1.700000000000000e+00	8.318886e-01	1.550199e-03
1.800000000000000e+00	9.305050e-01	1.552670e-03
1.900000000000000e+00	1.029121e+00	1.555140e-03
2.000000000000000e+00	1.127738e+00	1.557611e-03
2.100000000000000e+00	1.226354e+00	1.560082e-03
2.200000000000000e+00	1.324970e+00	1.562553e-03
2.300000000000000e+00	1.423587e+00	1.565024e-03
2.400000000000000e+00	1.522203e+00	1.567494e-03
2.500000000000000e+00	1.620820e+00	1.569965e-03
2.600000000000000e+00	1.719436e+00	1.572436e-03
2.700000000000000e+00	1.818052e+00	1.574907e-03
2.800000000000000e+00	1.916669e+00	1.577377e-03
2.900000000000000e+00	2.015285e+00	1.579848e-03
3.000000000000000e+00	2.113902e+00	1.582319e-03
3.100000000000000e+00	2.212518e+00	1.584789e-03
3.200000000000000e+00	2.311134e+00	1.587260e-03
3.300000000000000e+00	2.409751e+00	1.589731e-03
3.400000000000000e+00	2.508367e+00	1.592201e-03
3.500000000000000e+00	2.606984e+00	1.594672e-03
3.600000000000000e+00	2.705600e+00	1.597143e-03
3.700000000000000e+00	2.804217e+00	1.599613e-03
3.800000000000000e+00	2.902833e+00	1.602084e-03
3.900000000000000e+00	3.001450e+00	1.604554e-03
4.000000000000000e+00	3.100066e+00	1.607025e-03
4.100000000000001e+00	3.198683e+00	1.609495e-03
4.200000000000000e+00	3.297299e+00	1.611966e-03
4.300000000000000e+00	3.395916e+00	1.614437e-03
4.400000000000000e+00	3.494532e+00	1.616907e-03
4.500000000000000e+00	3.593148e+00	1.619378e-03
4.600000000000001e+00	3.691765e+00	1.621848e-03
4.700000000000000e+00	3.790381e+00	1.624319e-03
4.800000000000001e+00	3.888998e+00	1.626789e-03
4.900000000000000e+00	3.987614e+00	1.629260e-03
5.000000000000000e+00	4.086231e+00	1.631730e-03
5.100000000000001e+00	4.184847e+00	1.634201e-03
5.200000000000000e+00	4.283464e+00	1.636671e-03
5.300000000000001e+00	4.382081e+00	1.639142e-03
5.400000000000000e+00	4.480697e+00	1.641612e-03
5.500000000000000e+00	4.579314e+00	1.644083e-03
5.600000000000001e+00	4.677930e+00	1.646553e-03
5.700000000000000e+00	4.776547e+00	1.649023e-03
5.800000000000001e+00	4.875164e+00	1.651494e-03
5.900000000000000e+00	4.973780e+00	1.653964e-03
6.000000000000000e+00	5.072397e+00	1.656435e-03
6.100000000000001e+00	5.171013e+00	1.658905e-03
6.200000000000000e+00	5.269629e+00	1.661376e-03
6.300000000000001e+00	5.368246e+00	1.663846e-03
6.400000000000000e+00	5.466863e+00	1.666316e-03
6.500000000000000e+00	5.565479e+00	1.668787e-03
6.600000000000001e+00	5.664096e+00	1.671257e-03
6.700000000000000e+00	5.762712e+00	1.673727e-03
6.800000000000001e+00	5.861330e+00	1.676198e-03
6.900000000000000e+00	5.959946e+00	1.678668e-03
7.000000000000000e+00	6.058563e+00	1.681138e-03
7.100000000000001e+00	6.157179e+00	1.683609e-03
7.200000000000000e+00	6.255796e+00	1.686079e-03
7.300000000000001e+00	6.354413e+00	1.688549e-03
7.400000000000000e+00	6.453029e+00	1.691019e-03
7.500000000000000e+00	6.551646e+00	1.693490e-03
7.600000000000001e+00	6.650262e+00	1.695960e-03
7.700000000000000e+00	6.748879e+00	1.698430e-03
7.800000000000001e+00	6.847496e+00	1.700900e-03
7.900000000000000e+00	6.946113e+00	1.703371e-03
8.000000000000000e+00	7.044729e+00	1.705841e-03
8.100000000000000e+00	7.143346e+00	1.708311e-03
8.200000000000001e+00	7.241962e+00	1.710781e-03
8.300000000000001e+00	7.340579e+00	1.713251e-03
8.400000000000000e+00	7.439196e+00	1.715721e-03
8.500000000000000e+00	7.537813e+00	1.718192e-03
8.600000000000000e+00	7.636429e+00	1.720662e-03
8.700000000000001e+00	7.735046e+00	1.723132e-03
8.800000000000001e+00	7.833663e+00	1.725602e-03
8.900000000000000e+00	7.932280e+00	1.728072e-03
9.000000000000000e+00	8.030896e+00	1.730542e-03
9.100000000000000e+00	8.129513e+00	1.733012e-03
9.200000000000001e+00	8.228129e+00	1.735482e-03
9.300000000000001e+00	8.326747e+00	1.737953e-03
9.400000000000000e+00	8.425364e+00	1.740423e-03
9.500000000000000e+00	8.523980e+00	1.742893e-03
9.600000000000001e+00	8.622597e+00	1.745363e-03
9.700000000000001e+00	8.721213e+00	1.747833e-03
9.800000000000001e+00	8.819830e+00	1.750303e-03
9.900000000000000e+00	8.918447e+00	1.752773e-03
1.000000000000000e+01	9.017064e+00	1.755243e-03
Step Information: Vbb=1.4  (Step: 8/26)
0.000000000000000e+00	3.385945e-03	-6.046331e-06
1.000000000000000e-01	3.711719e-02	1.122911e-04
2.000000000000000e-01	5.606368e-02	2.570300e-04
3.000000000000000e-01	6.949714e-02	4.116209e-04
4.000000000000000e-01	8.033908e-02	5.708237e-04
5.000000000000000e-01	8.984031e-02	7.324281e-04
6.000000000000001e-01	9.866175e-02	8.952469e-04
7.000000000000001e-01	1.072490e-01	1.058484e-03
8.000000000000000e-01	1.159813e-01	1.221462e-03
9.000000000000000e-01	1.252746e-01	1.383438e-03
1.000000000000000e+00	1.357092e-01	1.543376e-03
1.100000000000000e+00	1.482948e-01	1.699473e-03
1.200000000000000e+00	1.652288e-01	1.847803e-03
1.300000000000000e+00	1.927912e-01	1.977158e-03
1.400000000000000e+00	2.503731e-01	2.052905e-03
1.500000000000000e+00	3.423828e-01	2.067174e-03
1.600000000000000e+00	4.402639e-01	2.070956e-03
1.700000000000000e+00	5.384020e-01	2.074282e-03
1.800000000000000e+00	6.365494e-01	2.077590e-03
1.900000000000000e+00	7.346971e-01	2.080898e-03
2.000000000000000e+00	8.328449e-01	2.084206e-03
2.100000000000000e+00	9.309927e-01	2.087513e-03
2.200000000000000e+00	1.029140e+00	2.090821e-03
2.300000000000000e+00	1.127288e+00	2.094128e-03
2.400000000000000e+00	1.225436e+00	2.097436e-03
2.500000000000000e+00	1.323584e+00	2.100743e-03
2.600000000000000e+00	1.421732e+00	2.104050e-03
2.700000000000000e+00	1.519880e+00	2.107358e-03
2.800000000000000e+00	1.618027e+00	2.110665e-03
2.900000000000000e+00	1.716175e+00	2.113973e-03
3.000000000000000e+00	1.814323e+00	2.117280e-03
3.100000000000000e+00	1.912471e+00	2.120588e-03
3.200000000000000e+00	2.010619e+00	2.123895e-03
3.300000000000000e+00	2.108767e+00	2.127202e-03
3.400000000000000e+00	2.206915e+00	2.130510e-03
3.500000000000000e+00	2.305063e+00	2.133817e-03
3.600000000000000e+00	2.403210e+00	2.137124e-03
3.700000000000000e+00	2.501358e+00	2.140432e-03
3.800000000000000e+00	2.599506e+00	2.143739e-03
3.900000000000000e+00	2.697654e+00	2.147046e-03
4.000000000000000e+00	2.795802e+00	2.150354e-03
4.100000000000001e+00	2.893950e+00	2.153661e-03
4.200000000000000e+00	2.992098e+00	2.156968e-03
4.300000000000000e+00	3.090246e+00	2.160275e-03
4.400000000000000e+00	3.188394e+00	2.163582e-03
4.500000000000000e+00	3.286542e+00	2.166890e-03
4.600000000000001e+00	3.384690e+00	2.170197e-03
4.700000000000000e+00	3.482838e+00	2.173504e-03
4.800000000000001e+00	3.580986e+00	2.176811e-03
4.900000000000000e+00	3.679134e+00	2.180118e-03
5.000000000000000e+00	3.777282e+00	2.183425e-03
5.100000000000001e+00	3.875430e+00	2.186733e-03
5.200000000000000e+00	3.973578e+00	2.190040e-03
5.300000000000001e+00	4.071726e+00	2.193347e-03
5.400000000000000e+00	4.169874e+00	2.196654e-03
5.500000000000000e+00	4.268022e+00	2.199961e-03
5.600000000000001e+00	4.366170e+00	2.203268e-03
5.700000000000000e+00	4.464318e+00	2.206575e-03
5.800000000000001e+00	4.562466e+00	2.209882e-03
5.900000000000000e+00	4.660614e+00	2.213189e-03
6.000000000000000e+00	4.758762e+00	2.216496e-03
6.100000000000001e+00	4.856910e+00	2.219803e-03
6.200000000000000e+00	4.955058e+00	2.223110e-03
6.300000000000001e+00	5.053206e+00	2.226417e-03
6.400000000000000e+00	5.151354e+00	2.229724e-03
6.500000000000000e+00	5.249503e+00	2.233031e-03
6.600000000000001e+00	5.347651e+00	2.236338e-03
6.700000000000000e+00	5.445799e+00	2.239645e-03
6.800000000000001e+00	5.543947e+00	2.242952e-03
6.900000000000000e+00	5.642095e+00	2.246259e-03
7.000000000000000e+00	5.740243e+00	2.249566e-03
7.100000000000001e+00	5.838391e+00	2.252873e-03
7.200000000000000e+00	5.936540e+00	2.256179e-03
7.300000000000001e+00	6.034688e+00	2.259486e-03
7.400000000000000e+00	6.132836e+00	2.262793e-03
7.500000000000000e+00	6.230984e+00	2.266100e-03
7.600000000000001e+00	6.329132e+00	2.269407e-03
7.700000000000000e+00	6.427280e+00	2.272714e-03
7.800000000000001e+00	6.525428e+00	2.276021e-03
7.900000000000000e+00	6.623577e+00	2.279327e-03
8.000000000000000e+00	6.721725e+00	2.282634e-03
8.100000000000000e+00	6.819873e+00	2.285941e-03
8.200000000000001e+00	6.918021e+00	2.289247e-03
8.300000000000001e+00	7.016170e+00	2.292554e-03
8.400000000000000e+00	7.114318e+00	2.295861e-03
8.500000000000000e+00	7.212466e+00	2.299168e-03
8.600000000000000e+00	7.310615e+00	2.302474e-03
8.700000000000001e+00	7.408762e+00	2.305781e-03
8.800000000000001e+00	7.506911e+00	2.309088e-03
8.900000000000000e+00	7.605059e+00	2.312394e-03
9.000000000000000e+00	7.703207e+00	2.315701e-03
9.100000000000000e+00	7.801356e+00	2.319008e-03
9.200000000000001e+00	7.899504e+00	2.322314e-03
9.300000000000001e+00	7.997653e+00	2.325621e-03
9.400000000000000e+00	8.095800e+00	2.328927e-03
9.500000000000000e+00	8.193949e+00	2.332234e-03
9.600000000000001e+00	8.292097e+00	2.335540e-03
9.700000000000001e+00	8.390245e+00	2.338847e-03
9.800000000000001e+00	8.488394e+00	2.342154e-03
9.900000000000000e+00	8.586542e+00	2.345460e-03
1.000000000000000e+01	8.684690e+00	2.348767e-03
Step Information: Vbb=1.6  (Step: 9/26)
0.000000000000000e+00	3.727546e-03	-6.656332e-06
1.000000000000000e-01	3.387544e-02	1.180797e-04
2.000000000000000e-01	5.121518e-02	2.656875e-04
3.000000000000000e-01	6.355600e-02	4.222272e-04
4.000000000000000e-01	7.342686e-02	5.831668e-04
5.000000000000000e-01	8.192045e-02	7.465707e-04
6.000000000000001e-01	8.960152e-02	9.114259e-04
7.000000000000001e-01	9.681839e-02	1.077110e-03
8.000000000000000e-01	1.038195e-01	1.243179e-03
9.000000000000000e-01	1.108125e-01	1.409263e-03
1.000000000000000e+00	1.180020e-01	1.574996e-03
1.100000000000000e+00	1.256275e-01	1.739951e-03
1.200000000000000e+00	1.340163e-01	1.903542e-03
1.300000000000000e+00	1.436861e-01	2.064846e-03
1.400000000000000e+00	1.555909e-01	2.222159e-03
1.500000000000000e+00	1.718460e-01	2.371701e-03
1.600000000000000e+00	1.984874e-01	2.502701e-03
1.700000000000000e+00	2.543409e-01	2.581534e-03
1.800000000000000e+00	3.452985e-01	2.597681e-03
1.900000000000000e+00	4.426793e-01	2.602356e-03
2.000000000000000e+00	5.403513e-01	2.606516e-03
2.100000000000000e+00	6.380336e-01	2.610654e-03
2.200000000000000e+00	7.357165e-01	2.614792e-03
2.300000000000000e+00	8.333993e-01	2.618930e-03
2.400000000000000e+00	9.310821e-01	2.623067e-03
2.500000000000000e+00	1.028765e+00	2.627205e-03
2.600000000000000e+00	1.126448e+00	2.631343e-03
2.700000000000000e+00	1.224131e+00	2.635481e-03
2.800000000000000e+00	1.321814e+00	2.639618e-03
2.900000000000000e+00	1.419497e+00	2.643756e-03
3.000000000000000e+00	1.517179e+00	2.647894e-03
3.100000000000000e+00	1.614862e+00	2.652032e-03
3.200000000000000e+00	1.712545e+00	2.656169e-03
3.300000000000000e+00	1.810228e+00	2.660307e-03
3.400000000000000e+00	1.907911e+00	2.664444e-03
3.500000000000000e+00	2.005594e+00	2.668582e-03
3.600000000000000e+00	2.103277e+00	2.672720e-03
3.700000000000000e+00	2.200960e+00	2.676857e-03
3.800000000000000e+00	2.298643e+00	2.680995e-03
3.900000000000000e+00	2.396326e+00	2.685132e-03
4.000000000000000e+00	2.494009e+00	2.689270e-03
4.100000000000001e+00	2.591692e+00	2.693407e-03
4.200000000000000e+00	2.689375e+00	2.697545e-03
4.300000000000000e+00	2.787058e+00	2.701682e-03
4.400000000000000e+00	2.884741e+00	2.705820e-03
4.500000000000000e+00	2.982424e+00	2.709957e-03
4.600000000000001e+00	3.080107e+00	2.714094e-03
4.700000000000000e+00	3.177790e+00	2.718232e-03
4.800000000000001e+00	3.275473e+00	2.722369e-03
4.900000000000000e+00	3.373156e+00	2.726507e-03
5.000000000000000e+00	3.470840e+00	2.730644e-03
5.100000000000001e+00	3.568522e+00	2.734781e-03
5.200000000000000e+00	3.666206e+00	2.738919e-03
5.300000000000001e+00	3.763889e+00	2.743056e-03
5.400000000000000e+00	3.861572e+00	2.747193e-03
5.500000000000000e+00	3.959255e+00	2.751330e-03
5.600000000000001e+00	4.056938e+00	2.755468e-03
5.700000000000000e+00	4.154621e+00	2.759605e-03
5.800000000000001e+00	4.252305e+00	2.763742e-03
5.900000000000000e+00	4.349988e+00	2.767880e-03
6.000000000000000e+00	4.447671e+00	2.772017e-03
6.100000000000001e+00	4.545354e+00	2.776154e-03
6.200000000000000e+00	4.643037e+00	2.780291e-03
6.300000000000001e+00	4.740720e+00	2.784428e-03
6.400000000000000e+00	4.838404e+00	2.788565e-03
6.500000000000000e+00	4.936087e+00	2.792702e-03
6.600000000000001e+00	5.033770e+00	2.796839e-03
6.700000000000000e+00	5.131453e+00	2.800977e-03
6.800000000000001e+00	5.229136e+00	2.805114e-03
6.900000000000000e+00	5.326819e+00	2.809251e-03
7.000000000000000e+00	5.424503e+00	2.813388e-03
7.100000000000001e+00	5.522186e+00	2.817525e-03
7.200000000000000e+00	5.619869e+00	2.821662e-03
7.300000000000001e+00	5.717553e+00	2.825799e-03
7.400000000000000e+00	5.815236e+00	2.829936e-03
7.500000000000000e+00	5.912920e+00	2.834073e-03
7.600000000000001e+00	6.010602e+00	2.838210e-03
7.700000000000000e+00	6.108286e+00	2.842346e-03
7.800000000000001e+00	6.205969e+00	2.846483e-03
7.900000000000000e+00	6.303653e+00	2.850620e-03
8.000000000000000e+00	6.401336e+00	2.854757e-03
8.100000000000000e+00	6.499019e+00	2.858894e-03
8.200000000000001e+00	6.596703e+00	2.863031e-03
8.300000000000001e+00	6.694386e+00	2.867168e-03
8.400000000000000e+00	6.792069e+00	2.871305e-03
8.500000000000000e+00	6.889753e+00	2.875441e-03
8.600000000000000e+00	6.987436e+00	2.879578e-03
8.700000000000001e+00	7.085120e+00	2.883715e-03
8.800000000000001e+00	7.182803e+00	2.887852e-03
8.900000000000000e+00	7.280487e+00	2.891988e-03
9.000000000000000e+00	7.378170e+00	2.896125e-03
9.100000000000000e+00	7.475853e+00	2.900262e-03
9.200000000000001e+00	7.573537e+00	2.904398e-03
9.300000000000001e+00	7.671220e+00	2.908535e-03
9.400000000000000e+00	7.768904e+00	2.912672e-03
9.500000000000000e+00	7.866587e+00	2.916808e-03
9.600000000000001e+00	7.964271e+00	2.920945e-03
9.700000000000001e+00	8.061954e+00	2.925082e-03
9.800000000000001e+00	8.159637e+00	2.929218e-03
9.900000000000000e+00	8.257321e+00	2.933355e-03
1.000000000000000e+01	8.355005e+00	2.937491e-03
Step Information: Vbb=1.8  (Step: 10/26)
0.000000000000000e+00	4.001148e-03	-7.144906e-06
1.000000000000000e-01	3.132612e-02	1.226320e-04
2.000000000000000e-01	4.742442e-02	2.724565e-04
3.000000000000000e-01	5.896028e-02	4.304320e-04
4.000000000000000e-01	6.816171e-02	5.925687e-04
5.000000000000000e-01	7.600828e-02	7.571281e-04
6.000000000000001e-01	8.300804e-02	9.231999e-04
7.000000000000001e-01	8.946635e-02	1.090239e-03
8.000000000000000e-01	9.558809e-02	1.257878e-03
9.000000000000000e-01	1.015262e-01	1.425846e-03
1.000000000000000e+00	1.074085e-01	1.593913e-03
1.100000000000000e+00	1.133551e-01	1.761866e-03
1.200000000000000e+00	1.194934e-01	1.929476e-03
1.300000000000000e+00	1.259759e-01	2.096472e-03
1.400000000000000e+00	1.330058e-01	2.262490e-03
1.500000000000000e+00	1.408841e-01	2.426993e-03
1.600000000000000e+00	1.501075e-01	2.589094e-03
1.700000000000000e+00	1.616090e-01	2.747127e-03
1.800000000000000e+00	1.774697e-01	2.897373e-03
1.900000000000000e+00	2.036149e-01	3.029259e-03
2.000000000000000e+00	2.585447e-01	3.109742e-03
2.100000000000000e+00	3.487534e-01	3.127226e-03
2.200000000000000e+00	4.456538e-01	3.132759e-03
2.300000000000000e+00	5.428653e-01	3.137741e-03
2.400000000000000e+00	6.400878e-01	3.142700e-03
2.500000000000000e+00	7.373108e-01	3.147659e-03
2.600000000000000e+00	8.345339e-01	3.152618e-03
2.700000000000000e+00	9.317569e-01	3.157577e-03
2.800000000000000e+00	1.028980e+00	3.162536e-03
2.900000000000000e+00	1.126203e+00	3.167494e-03
3.000000000000000e+00	1.223426e+00	3.172453e-03
3.100000000000000e+00	1.320649e+00	3.177412e-03
3.200000000000000e+00	1.417872e+00	3.182371e-03
3.300000000000000e+00	1.515096e+00	3.187330e-03
3.400000000000000e+00	1.612319e+00	3.192288e-03
3.500000000000000e+00	1.709542e+00	3.197247e-03
3.600000000000000e+00	1.806765e+00	3.202205e-03
3.700000000000000e+00	1.903988e+00	3.207164e-03
3.800000000000000e+00	2.001211e+00	3.212123e-03
3.900000000000000e+00	2.098434e+00	3.217081e-03
4.000000000000000e+00	2.195658e+00	3.222040e-03
4.100000000000001e+00	2.292881e+00	3.226998e-03
4.200000000000000e+00	2.390104e+00	3.231957e-03
4.300000000000000e+00	2.487327e+00	3.236915e-03
4.400000000000000e+00	2.584551e+00	3.241874e-03
4.500000000000000e+00	2.681774e+00	3.246832e-03
4.600000000000001e+00	2.778997e+00	3.251791e-03
4.700000000000000e+00	2.876220e+00	3.256749e-03
4.800000000000001e+00	2.973444e+00	3.261707e-03
4.900000000000000e+00	3.070667e+00	3.266666e-03
5.000000000000000e+00	3.167890e+00	3.271624e-03
5.100000000000001e+00	3.265114e+00	3.276583e-03
5.200000000000000e+00	3.362337e+00	3.281541e-03
5.300000000000001e+00	3.459560e+00	3.286499e-03
5.400000000000000e+00	3.556784e+00	3.291458e-03
5.500000000000000e+00	3.654007e+00	3.296416e-03
5.600000000000001e+00	3.751230e+00	3.301374e-03
5.700000000000000e+00	3.848454e+00	3.306333e-03
5.800000000000001e+00	3.945677e+00	3.311291e-03
5.900000000000000e+00	4.042901e+00	3.316249e-03
6.000000000000000e+00	4.140124e+00	3.321207e-03
6.100000000000001e+00	4.237348e+00	3.326165e-03
6.200000000000000e+00	4.334571e+00	3.331123e-03
6.300000000000001e+00	4.431794e+00	3.336082e-03
6.400000000000000e+00	4.529018e+00	3.341040e-03
6.500000000000000e+00	4.626241e+00	3.345998e-03
6.600000000000001e+00	4.723465e+00	3.350956e-03
6.700000000000000e+00	4.820688e+00	3.355914e-03
6.800000000000001e+00	4.917912e+00	3.360872e-03
6.900000000000000e+00	5.015135e+00	3.365830e-03
7.000000000000000e+00	5.112359e+00	3.370788e-03
7.100000000000001e+00	5.209582e+00	3.375746e-03
7.200000000000000e+00	5.306806e+00	3.380704e-03
7.300000000000001e+00	5.404029e+00	3.385662e-03
7.400000000000000e+00	5.501253e+00	3.390620e-03
7.500000000000000e+00	5.598476e+00	3.395578e-03
7.600000000000001e+00	5.695700e+00	3.400536e-03
7.700000000000000e+00	5.792924e+00	3.405493e-03
7.800000000000001e+00	5.890147e+00	3.410451e-03
7.900000000000000e+00	5.987371e+00	3.415409e-03
8.000000000000000e+00	6.084595e+00	3.420367e-03
8.100000000000000e+00	6.181818e+00	3.425325e-03
8.200000000000001e+00	6.279042e+00	3.430282e-03
8.300000000000001e+00	6.376266e+00	3.435240e-03
8.400000000000000e+00	6.473489e+00	3.440198e-03
8.500000000000000e+00	6.570713e+00	3.445156e-03
8.600000000000000e+00	6.667936e+00	3.450113e-03
8.700000000000001e+00	6.765160e+00	3.455071e-03
8.800000000000001e+00	6.862384e+00	3.460029e-03
8.900000000000000e+00	6.959608e+00	3.464986e-03
9.000000000000000e+00	7.056831e+00	3.469944e-03
9.100000000000000e+00	7.154055e+00	3.474901e-03
9.200000000000001e+00	7.251279e+00	3.479859e-03
9.300000000000001e+00	7.348503e+00	3.484817e-03
9.400000000000000e+00	7.445726e+00	3.489774e-03
9.500000000000000e+00	7.542950e+00	3.494732e-03
9.600000000000001e+00	7.640174e+00	3.499689e-03
9.700000000000001e+00	7.737398e+00	3.504647e-03
9.800000000000001e+00	7.834621e+00	3.509604e-03
9.900000000000000e+00	7.931846e+00	3.514562e-03
1.000000000000000e+01	8.029069e+00	3.519519e-03
Step Information: Vbb=2  (Step: 11/26)
0.000000000000000e+00	4.224460e-03	-7.543679e-06
1.000000000000000e-01	2.928113e-02	1.263321e-04
2.000000000000000e-01	4.438417e-02	2.779569e-04
3.000000000000000e-01	5.524447e-02	4.370664e-04
4.000000000000000e-01	6.394076e-02	6.001060e-04
5.000000000000000e-01	7.132333e-02	7.654941e-04
6.000000000000001e-01	7.785860e-02	9.323954e-04
7.000000000000001e-01	8.382540e-02	1.100312e-03
